1 1 1
2 1 1.92947
3 1 2.85898
4 1 3.78857
5 1 4.71827
6 1 5.64812
7 1 6.57816
8 1 7.50843
9 1 8.43896
10 1 9.3698
11 1 10.301
12 1 11.2325
13 1 12.1645
14 1 13.0969
15 1 14.0299
16 1 14.9633
17 1 15.8974
18 1 16.832
19 1 17.7673
20 1 18.7033
21 1 19.64
22 1 20.5775
23 1 21.5158
24 1 22.455
25 1 23.395
26 1 24.336
27 1 25.278
28 1 26.2209
29 1 27.1649
30 1 28.1101
31 1 29.0563
32 1 30.0037
33 1 30.9524
34 1 31.9023
35 1 32.8535
36 1 33.806
37 1 34.76
38 1 35.7153
39 1 36.6722
40 1 37.6305
41 1 38.5904
42 1 39.5519
43 1 40.515
44 1 41.4797
45 1 42.4462
46 1 43.4145
47 1 44.3845
48 1 45.3563
49 1 46.33
50 1 47.3057
51 1 48.2832
52 1 49.2627
53 1 50.2443
54 1 51.2278
55 1 52.2135
56 1 53.2012
57 1 54.1911
58 1 55.1832
59 1 56.1774
60 1 57.1739
61 1 58.1726
62 1 59.1735
63 1 60.1768
64 1 61.1823
65 1 62.1901
66 1 63.2003
67 1 64.2128
68 1 65.2277
69 1 66.2449
70 1 67.2644
71 1 68.2864
72 1 69.3106
73 1 70.3373
74 1 71.3662
75 1 72.3975
76 1 73.4311
77 1 74.467
78 1 75.5051
79 1 76.5455
80 1 77.5881
81 1 78.6329
82 1 79.6798
83 1 80.7288
84 1 81.7799
85 1 82.8329
86 1 83.888
87 1 84.9449
88 1 86.0036
89 1 87.0641
90 1 88.1263
91 1 89.1902
92 1 90.2555
93 1 91.3224
94 1 92.3906
95 1 93.4602
96 1 94.5309
97 1 95.6028
98 1 96.6757
99 1 97.7496
100 1 98.8243
101 1 99.8997
102 1 100.976
103 1 102.052
104 1 103.129
105 1 104.207
106 1 105.284
107 1 106.362
108 1 107.439
109 1 108.517
110 1 109.594
111 1 110.671
112 1 111.748
113 1 112.824
114 1 113.899
115 1 114.973
116 1 116.047
117 1 117.12
118 1 118.192
119 1 119.262
120 1 120.332
121 1 121.4
122 1 122.466
123 1 123.532
124 1 124.595
125 1 125.657
126 1 126.718
127 1 127.776
128 1 128.833
129 1 129.888
130 1 130.941
131 1 131.992
132 1 133.041
133 1 134.088
134 1 135.133
135 1 136.175
136 1 137.216
137 1 138.254
138 1 139.29
139 1 140.324
140 1 141.356
141 1 142.385
142 1 143.412
143 1 144.437
144 1 145.46
145 1 146.48
146 1 147.498
147 1 148.514
148 1 149.527
149 1 150.539
150 1 151.548
151 1 152.555
152 1 153.56
153 1 154.562
154 1 155.563
155 1 156.561
156 1 157.558
157 1 158.552
158 1 159.544
159 1 160.535
160 1 161.523
161 1 162.51
162 1 163.495
163 1 164.478
164 1 165.459
165 1 166.439
166 1 167.416
167 1 168.393
168 1 169.367
169 1 170.34
170 1 171.312
171 1 172.282
172 1 173.251
173 1 174.218
174 1 175.184
175 1 176.149
176 1 177.113
177 1 178.075
178 1 179.036
179 1 179.997
180 1 180.956
181 1 181.914
182 1 182.871
183 1 183.828
184 1 184.783
185 1 185.738
186 1 186.692
187 1 187.646
188 1 188.598
189 1 189.551
190 1 190.502
191 1 191.453
192 1 192.404
193 1 193.354
194 1 194.304
195 1 195.254
196 1 196.204
197 1 197.153
198 1 198.102
199 1 199.051
200 1 200

1 2 1
2 2 1.92947
3 2 2.85898
4 2 3.78857
5 2 4.71827
6 2 5.64812
7 2 6.57816
8 2 7.50843
9 2 8.43896
10 2 9.3698
11 2 10.301
12 2 11.2325
13 2 12.1645
14 2 13.0969
15 2 14.0299
16 2 14.9633
17 2 15.8974
18 2 16.832
19 2 17.7673
20 2 18.7033
21 2 19.64
22 2 20.5775
23 2 21.5158
24 2 22.455
25 2 23.395
26 2 24.336
27 2 25.278
28 2 26.2209
29 2 27.1649
30 2 28.1101
31 2 29.0563
32 2 30.0037
33 2 30.9524
34 2 31.9023
35 2 32.8535
36 2 33.806
37 2 34.76
38 2 35.7153
39 2 36.6722
40 2 37.6305
41 2 38.5904
42 2 39.5519
