         1.5707963268e-02         -4.8060170643e-07         -6.1921491410e-05
         3.1415926536e-02         -9.6051747112e-07         -1.2477627130e-04
         4.7123889804e-02         -1.4389128267e-06         -1.8852957339e-04
         6.2831853072e-02         -1.9149197346e-06         -2.5314339429e-04
         7.8539816340e-02         -2.3876373767e-06         -3.1857642117e-04
         9.4247779608e-02         -2.8561331027e-06         -3.8478396403e-04
         1.0995574288e-01         -3.3194435340e-06         -4.5171789340e-04
         1.2566370614e-01         -3.7765758245e-06         -5.1932658368e-04
         1.4137166941e-01         -4.2265090874e-06         -5.8755486284e-04
         1.5707963268e-01         -4.6681959891e-06         -6.5634396874e-04
         1.7278759595e-01         -5.1005645127e-06         -7.2563151290e-04
         1.8849555922e-01         -5.5225198958e-06         -7.9535145188e-04
         2.0420352248e-01         -5.9329467379e-06         -8.6543406704e-04
         2.1991148575e-01         -6.3307112896e-06         -9.3580595307e-04
         2.3561944902e-01         -6.7146639109e-06         -1.0063900158e-03
         2.5132741229e-01         -7.0836417052e-06         -1.0771054797e-03
         2.6703537556e-01         -7.4364713281e-06         -1.1478679061e-03
         2.8274333882e-01         -7.7719719629e-06         -1.2185892210e-03
         2.9845130209e-01         -8.0889584666e-06         -1.2891777558e-03
         3.1415926536e-01         -8.3862446729e-06         -1.3595382977e-03
         3.2986722863e-01         -8.6626468578e-06         -1.4295721538e-03
         3.4557519189e-01         -8.9169873532e-06         -1.4991772263e-03
         3.6128315516e-01         -9.1480983009e-06         -1.5682481011e-03
         3.7699111843e-01         -9.3548255478e-06         -1.6366761496e-03
         3.9269908170e-01         -9.5360326564e-06         -1.7043496431e-03
         4.0840704497e-01         -9.6906050393e-06         -1.7711538818e-03
         4.2411500823e-01         -9.8174541880e-06         -1.8369713365e-03
         4.3982297150e-01         -9.9155219975e-06         -1.9016818049e-03
         4.5553093477e-01         -9.9837851604e-06         -1.9651625823e-03
         4.7123889804e-01         -1.0021259625e-05         -2.0272886454e-03
         4.8694686131e-01         -1.0027005100e-05         -2.0879328511e-03
         5.0265482457e-01         -1.0000129580e-05         -2.1469661489e-03
         5.1836278784e-01         -9.9397938873e-06         -2.2042578076e-03
         5.3407075111e-01         -9.8452161987e-06         -2.2596756559e-03
         5.4977871438e-01         -9.7156765511e-06         -2.3130863356e-03
         5.6548667765e-01         -9.5505212889e-06         -2.3643555698e-03
         5.8119464091e-01         -9.3491674475e-06         -2.4133484422e-03
         5.9690260418e-01         -9.1111070430e-06         -2.4599296904e-03
         6.1261056745e-01         -8.8359112476e-06         -2.5039640101e-03
         6.2831853072e-01         -8.5232344280e-06         -2.5453163714e-03
         6.4402649399e-01         -8.1728180275e-06         -2.5838523456e-03
         6.5973445725e-01         -7.7844942634e-06         -2.6194384422e-03
         6.7544242052e-01         -7.3581896192e-06         -2.6519424551e-03
         6.9115038379e-01         -6.8939281097e-06         -2.6812338171e-03
         7.0685834706e-01         -6.3918342972e-06         -2.7071839628e-03
         7.2256631033e-01         -5.8521360304e-06         -2.7296666966e-03
         7.3827427359e-01         -5.2751668951e-06         -2.7485585678e-03
         7.5398223686e-01         -4.6613683393e-06         -2.7637392488e-03
         7.6969020013e-01         -4.0112914741e-06         -2.7750919173e-03
         7.8539816340e-01         -3.3255985095e-06         -2.7825036404e-03
         8.0110612667e-01         -2.6050638180e-06         -2.7858657595e-03
         8.1681408993e-01         -1.8505746140e-06         -2.7850742739e-03
         8.3252205320e-01         -1.0631312173e-06         -2.7800302241e-03
         8.4823001647e-01         -2.4384689823e-07         -2.7706400697e-03
         8.6393797974e-01          6.0605270846e-07         -2.7568160645e-03
         8.7964594301e-01          1.4852306331e-06         -2.7384766237e-03
         8.9535390627e-01          2.3922400603e-06         -2.7155466845e-03
         9.1106186954e-01          3.3255262721e-06         -2.6879580573e-03
         9.2676983281e-01          4.2834290568e-06         -2.6556497655e-03
         9.4247779608e-01          5.2641855888e-06         -2.6185683741e-03
         9.5818575934e-01          6.2659337745e-06         -2.5766683035e-03
         9.7389372261e-01          7.2867160603e-06         -2.5299121290e-03
         9.8960168588e-01          8.3244837046e-06         -2.4782708634e-03
         1.0053096491e+00          9.3771015033e-06         -2.4217242208e-03
         1.0210176124e+00          1.0442352959e-05         -2.3602608617e-03
         1.0367255757e+00          1.1517945882e-05         -2.2938786172e-03
         1.0524335390e+00          1.2601518406e-05         -2.2225846904e-03
         1.0681415022e+00          1.3690645413e-05         -2.1463958348e-03
         1.0838494655e+00          1.4782845324e-05         -2.0653385085e-03
         1.0995574288e+00          1.5875587259e-05         -1.9794490017e-03
