   0.0000000000000000e+00    7.8089636725308864e-01    1.0000000000000000e+00
   1.0471975511965977e-01    1.1047197551196597e+00    1.1101869929660340e+00
   2.0943951023931953e-01    1.2197719974365502e+00    1.2311044469213748e+00
   3.1415926535897931e-01    1.3447149230280331e+00    1.3620855180987370e+00
   4.1887902047863906e-01    1.4786410063424038e+00    1.5019085155664522e+00
   5.2359877559829882e-01    1.6200970562966339e+00    1.6487212707001280e+00
   6.2831853071795862e-01    1.7670236068320619e+00    1.7999974573044333e+00
   7.3303828583761843e-01    1.9167259555430114e+00    1.9525390574726629e+00
   8.3775804095727824e-01    2.0658892957916350e+00    2.1025372410974477e+00
   9.4247779607693805e-01    2.2106486238515002e+00    2.2456993662019920e+00
   1.0471975511965979e+00    2.3467200765982641e+00    2.3774426752361650e+00
   1.1519173063162575e+00    2.4695940524761437e+00    2.4931462264695177e+00
   1.2566370614359172e+00    2.5747823651093378e+00    2.5884429473328665e+00
   1.3613568165555769e+00    2.6581027961495369e+00    2.6595251737056715e+00
   1.4660765716752366e+00    2.7159762365402393e+00    2.7034315091234902e+00
   1.5707963267948963e+00    2.7457058422483382e+00    2.7182818284590451e+00
   1.6755160819145560e+00    2.7457058422483382e+00    2.7034315091234906e+00
   1.7802358370342157e+00    2.7156508104766135e+00    2.6595251737056715e+00
   1.8849555921538754e+00    2.6565244081682664e+00    2.5884429473328670e+00
   1.9896753472735351e+00    2.5705587895758808e+00    2.4931462264695186e+00
   2.0943951023931948e+00    2.4610700493803810e+00    2.3774426752361655e+00
   2.1991148575128547e+00    2.3322087229286601e+00    2.2456993662019928e+00
   2.3038346126325147e+00    2.1886549145062797e+00    2.1025372410974481e+00
   2.4085543677521746e+00    2.0352932530541135e+00    1.9525390574726631e+00
   2.5132741228718345e+00    1.8769027752014615e+00    1.7999974573044335e+00
   2.6179938779914944e+00    1.7178914565844479e+00    1.6487212707001280e+00
   2.7227136331111543e+00    1.5620959349956345e+00    1.5019085155664522e+00
   2.8274333882308142e+00    1.4126560644210771e+00    1.3620855180987366e+00
   2.9321531433504742e+00    1.2719634235212600e+00    1.2311044469213741e+00
   3.0368728984701341e+00    1.1416744582768585e+00    1.1101869929660333e+00
   3.1415926535897940e+00    1.0227735281432735e+00    9.9999999999999922e-01
   3.2463124087094539e+00    9.1566893473323940e-01    9.0074915877760964e-01
   3.3510321638291138e+00    8.2030559604688957e-01    8.1227876521825659e-01
   3.4557519189487738e+00    7.3628056410275777e-01    7.3416829318899590e-01
   3.5604716740684337e+00    6.6295113904608194e-01    6.6581951539361484e-01
   3.6651914291880936e+00    5.9952908525488591e-01    6.0653065971263265e-01
   3.7699111843077535e+00    5.4515781157112420e-01    5.5555634033924572e-01
   3.8746309394274134e+00    4.9897200822657684e-01    5.1215364741250480e-01
   3.9793506945470734e+00    4.6014103647372961e-01    4.7561583236358523e-01
   4.0840704496667328e+00    4.2789840498887916e-01    4.4529557920801982e-01
   4.1887902047863923e+00    4.0156009099060219e-01    4.2062002605411453e-01
   4.2935099599060518e+00    3.8053445379342016e-01    4.0109961837901287e-01
   4.3982297150257113e+00    3.6432621217849159e-01    3.8633264103054715e-01
   4.5029494701453707e+00    3.5253654892411168e-01    3.7600696917135834e-01
   4.6076692252650302e+00    3.4486096053856918e-01    3.6990025329852766e-01
   4.7123889803846897e+00    3.4108604519027141e-01    3.6787944117144233e-01
   4.8171087355043491e+00    3.4108604519027141e-01    3.6990025329852766e-01
   4.9218284906240086e+00    3.4481963957876977e-01    3.7600696917135834e-01
   5.0265482457436681e+00    3.5232721185385746e-01    3.8633264103054710e-01
   5.1312680008633276e+00    3.6372858525017099e-01    4.0109961837901281e-01
   5.2359877559829870e+00    3.7922100842820816e-01    4.2062002605411442e-01
   5.3407075111026465e+00    3.9907697399762432e-01    4.4529557920801977e-01
   5.4454272662223060e+00    4.2364125030266175e-01    4.7561583236358512e-01
   5.5501470213419655e+00    4.5332629821746523e-01    5.1215364741250446e-01
   5.6548667764616249e+00    4.8860503207564154e-01    5.5555634033924517e-01
   5.7595865315812844e+00    5.2999968046115342e-01    6.0653065971263176e-01
   5.8643062867009439e+00    5.7806533463439225e-01    6.6581951539361350e-01
   5.9690260418206034e+00    6.3336668127776796e-01    7.3416829318899413e-01
   6.0737457969402628e+00    6.9644645935767879e-01    8.1227876521825415e-01
   6.1784655520599223e+00    7.6778442934948832e-01    9.0074915877760642e-01
   6.2831853071795818e+00    8.4774617512553307e-01    9.9999999999999534e-01
   6.3879050622992413e+00    9.3652194698830704e-01    1.1101869929660284e+00
   6.4926248174189007e+00    1.0340570453520670e+00    1.2311044469213683e+00
   6.5973445725385602e+00    1.1399769326312410e+00    1.3620855180987297e+00
   6.7020643276582197e+00    1.2535122575105424e+00    1.5019085155664442e+00
   6.8067840827778792e+00    1.3734310828076077e+00    1.6487212707001193e+00
   6.9115038378975386e+00    1.4979875040484059e+00    1.7999974573044240e+00
   7.0162235930171981e+00    1.6248970975754227e+00    1.9525390574726529e+00
   7.1209433481368576e+00    1.7513497487401428e+00    2.1025372410974379e+00
   7.2256631032565171e+00    1.8740689154166370e+00    2.2456993662019822e+00
   7.3303828583761765e+00    1.9894229690264822e+00    2.3774426752361557e+00
   7.4351026134958360e+00    2.0935889120994235e+00    2.4931462264695097e+00
   7.5398223686154955e+00    2.1827619018021243e+00    2.5884429473328598e+00
   7.6445421237351550e+00    2.2533964785262661e+00    2.6595251737056667e+00
   7.7492618788548144e+00    2.3024584662588419e+00    2.7034315091234880e+00
   7.8539816339744739e+00    2.3276616257858751e+00    2.7182818284590451e+00
   7.9587013890941334e+00    2.3276616257858773e+00    2.7034315091234928e+00
   8.0634211442137929e+00    2.3021825875581237e+00    2.6595251737056769e+00
   8.1681408993334532e+00    2.2520584061522908e+00    2.5884429473328741e+00
   8.2728606544531136e+00    2.1791813817982968e+00    2.4931462264695265e+00
   8.3775804095727739e+00    2.0863627210782494e+00    2.3774426752361744e+00
   8.4823001646924343e+00    1.9771210244572002e+00    2.2456993662020017e+00
   8.5870199198120947e+00    1.8554238324424233e+00    2.1025372410974574e+00
   8.6917396749317550e+00    1.7254120705354516e+00    1.9525390574726720e+00
   8.7964594300514154e+00    1.5911371487595594e+00    1.7999974573044415e+00
   8.9011791851710758e+00    1.4563359116003172e+00    1.6487212707001355e+00
   9.0058989402907361e+00    1.3242608540717118e+00    1.5019085155664587e+00
   9.1106186954103965e+00    1.1975737753808744e+00    1.3620855180987419e+00
   9.2153384505300568e+00    1.0783021271897426e+00    1.2311044469213788e+00
   9.3200582056497172e+00    9.6785015524273632e-01    1.1101869929660371e+00
   9.4247779607693776e+00    8.6705234650312002e-01    1.0000000000000022e+00
   9.5294977158890379e+00    7.7625483710138687e-01    9.0074915877761175e-01
   9.6342174710086983e+00    6.9541093148283184e-01    8.1227876521825815e-01
   9.7389372261283587e+00    6.2417903203739222e-01    7.3416829318899701e-01
   9.8436569812480190e+00    5.6201429242143985e-01    6.6581951539361550e-01
   9.9483767363676794e+00    5.0824848890134677e-01    6.0653065971263298e-01
   1.0053096491487340e+01    4.6215544959923355e-01    5.5555634033924584e-01
   1.0157816246607000e+01    4.2300161146879289e-01    5.1215364741250480e-01
   1.0262536001726660e+01    3.9008280368890857e-01    4.7561583236358507e-01
   1.0367255756846321e+01    3.6274923617164412e-01    4.4529557920801943e-01
   1.0471975511965981e+01    3.4042103122034922e-01    4.2062002605411403e-01
   1.0576695267085642e+01    3.2259662770686082e-01    4.0109961837901231e-01
   1.0681415022205302e+01    3.0885615287229456e-01    3.8633264103054665e-01
   1.0786134777324962e+01    2.9886151094237595e-01    3.7600696917135795e-01
   1.0890854532444623e+01    2.9235456024669437e-01    3.6990025329852744e-01
   1.0995574287564283e+01    2.8915439019875239e-01    3.6787944117144233e-01
   1.1100294042683943e+01    2.8915439019875261e-01    3.6990025329852794e-01
   1.1205013797803604e+01    2.9231953056107252e-01    3.7600696917135901e-01
   1.1309733552923264e+01    2.9868404624175698e-01    3.8633264103054821e-01
   1.1414453308042924e+01    3.0834951692966028e-01    4.0109961837901448e-01
   1.1519173063162585e+01    3.2148315942226802e-01    4.2062002605411680e-01
   1.1623892818282245e+01    3.3831597828716553e-01    4.4529557920802293e-01
   1.1728612573401906e+01    3.5914024956948859e-01    4.7561583236358929e-01
   1.1833332328521566e+01    3.8430563539768237e-01    5.1215364741250979e-01
   1.1938052083641226e+01    4.1421304708922413e-01    5.5555634033925183e-01
   1.2042771838760887e+01    4.4930520192870943e-01    6.0653065971263997e-01
   1.2147491593880547e+01    4.9005267640898070e-01    6.6581951539362361e-01
   1.2252211349000207e+01    5.3693418150519534e-01    7.3416829318900634e-01
   1.2356931104119868e+01    5.9040982210020898e-01    8.1227876521826881e-01
   1.2461650859239528e+01    6.5088631330198754e-01    9.0074915877762374e-01
