     0       0       0.00000      0.00000      0 
     0       1       0.00442      0.00000      1 
     0       2       0.00875      0.00003      1 
     0       3       0.01297      0.00008      1 
     0       4       0.01710      0.00015      1 
     0       5       0.02113      0.00024      1 
     0       6       0.02507      0.00035      1 
     0       7       0.02890      0.00047      1 
     0       8       0.03263      0.00062      1 
     0       9       0.03626      0.00078      1 
     0      10       0.03979      0.00096      1 
     0      11       0.04323      0.00116      1 
     0      12       0.04656      0.00138      1 
     0      13       0.04980      0.00160      1 
     0      14       0.05294      0.00184      1 
     0      15       0.05598      0.00210      1 
     0      16       0.05892      0.00236      1 
     0      17       0.06176      0.00263      1 
     0      18       0.06450      0.00291      1 
     0      19       0.06714      0.00320      1 
     0      20       0.06969      0.00350      1 
     0      21       0.07213      0.00380      1 
     0      22       0.07448      0.00410      1 
     0      23       0.07673      0.00440      1 
     0      24       0.07888      0.00470      1 
     0      25       0.08094      0.00500      1 
     0      26       0.08289      0.00530      1 
     0      27       0.08474      0.00559      1 
     0      28       0.08650      0.00588      1 
     0      29       0.08816      0.00615      1 
     0      30       0.08972      0.00642      1 
     0      31       0.09118      0.00669      1 
     0      32       0.09254      0.00693      1 
     0      33       0.09380      0.00717      1 
     0      34       0.09497      0.00739      1 
     0      35       0.09603      0.00760      1 
     0      36       0.09700      0.00780      1 
     0      37       0.09787      0.00797      1 
     0      38       0.09863      0.00813      1 
     0      39       0.09930      0.00827      1 
     0      40       0.09987      0.00839      1 
     0      41       0.10034      0.00849      1 
     0      42       0.10071      0.00858      1 
     0      43       0.10098      0.00864      1 
     0      44       0.10115      0.00868      1 
     0      45       0.10123      0.00870      1 
     0      46       0.10120      0.00869      1 
     0      47       0.10107      0.00867      1 
     0      48       0.10084      0.00863      1 
     0      49       0.10051      0.00856      1 
     0      50       0.10008      0.00847      1 
     0      51       0.09955      0.00836      1 
     0      52       0.09892      0.00824      1 
     0      53       0.09819      0.00809      1 
     0      54       0.09736      0.00792      1 
     0      55       0.09643      0.00774      1 
     0      56       0.09539      0.00754      1 
     0      57       0.09426      0.00732      1 
     0      58       0.09302      0.00709      1 
     0      59       0.09169      0.00684      1 
     0      60       0.09025      0.00658      1 
     0      61       0.08871      0.00631      1 
     0      62       0.08707      0.00603      1 
     0      63       0.08533      0.00574      1 
     0      64       0.08348      0.00544      1 
     0      65       0.08154      0.00514      1 
     0      66       0.07949      0.00483      1 
     0      67       0.07734      0.00452      1 
     0      68       0.07509      0.00421      1 
     0      69       0.07274      0.00390      1 
     0      70       0.07029      0.00359      1 
     0      71       0.06773      0.00329      1 
     0      72       0.06508      0.00299      1 
     0      73       0.06232      0.00270      1 
     0      74       0.05946      0.00242      1 
     0      75       0.05650      0.00215      1 
     0      76       0.05344      0.00189      1 
     0      77       0.05027      0.00164      1 
     0      78       0.04701      0.00141      1 
     0      79       0.04364      0.00119      1 
     0      80       0.04018      0.00099      1 
     0      81       0.03661      0.00080      1 
     0      82       0.03294      0.00063      1 
     0      83       0.02917      0.00049      1 
     0      84       0.02530      0.00036      1 
     0      85       0.02133      0.00025      1 
     0      86       0.01726      0.00016      1 
     0      87       0.01309      0.00009      1 
     0      88       0.00882      0.00005      1 
     0      89       0.00446      0.00001      1 
     0      90       0.00000      0.00000      0 
     1       0       0.00000      0.00000      0 
     1       1       0.00442      0.00000      1 
     1       2       0.00875      0.00003      1 
     1       3       0.01297      0.00008      1 
     1       4       0.01710      0.00015      1 
     1       5       0.02113      0.00024      1 
     1       6       0.02507      0.00035      1 
     1       7       0.02890      0.00047      1 
     1       8       0.03263      0.00062      1 
     1       9       0.03626      0.00078      1 
     1      10       0.03979      0.00096      1 
     1      11       0.04323      0.00116      1 
     1      12       0.04656      0.00138      1 
     1      13       0.04980      0.00160      1 
     1      14       0.05294      0.00184      1 
     1      15       0.05598      0.00210      1 
     1      16       0.05892      0.00236      1 
     1      17       0.06176      0.00263      1 
     1      18       0.06450      0.00291      1 
     1      19       0.06714      0.00320      1 
     1      20       0.06969      0.00350      1 
     1      21       0.07213      0.00380      1 
     1      22       0.07448      0.00410      1 
     1      23       0.07673      0.00440      1 
     1      24       0.07888      0.00470      1 
     1      25       0.08094      0.00500      1 
     1      26       0.08289      0.00530      1 
     1      27       0.08474      0.00559      1 
     1      28       0.08650      0.00588      1 
     1      29       0.08816      0.00615      1 
     1      30       0.08972      0.00642      1 
     1      31       0.09118      0.00669      1 
     1      32       0.09254      0.00693      1 
     1      33       0.09380      0.00717      1 
     1      34       0.09497      0.00739      1 
     1      35       0.09603      0.00760      1 
     1      36       0.09700      0.00780      1 
     1      37       0.09787      0.00797      1 
     1      38       0.09863      0.00813      1 
     1      39       0.09930      0.00827      1 
     1      40       0.09987      0.00839      1 
     1      41       0.10034      0.00849      1 
     1      42       0.10071      0.00858      1 
     1      43       0.10098      0.00864      1 
     1      44       0.10115      0.00868      1 
     1      45       0.10123      0.00870      1 
     1      46       0.10120      0.00869      1 
     1      47       0.10107      0.00867      1 
     1      48       0.10084      0.00863      1 
     1      49       0.10051      0.00856      1 
     1      50       0.10008      0.00847      1 
     1      51       0.09955      0.00836      1 
     1      52       0.09892      0.00824      1 
     1      53       0.09819      0.00809      1 
     1      54       0.09736      0.00792      1 
     1      55       0.09643      0.00774      1 
     1      56       0.09539      0.00754      1 
     1      57       0.09426      0.00732      1 
     1      58       0.09302      0.00709      1 
     1      59       0.09169      0.00684      1 
     1      60       0.09025      0.00658      1 
     1      61       0.08871      0.00631      1 
     1      62       0.08707      0.00603      1 
     1      63       0.08533      0.00574      1 
     1      64       0.08348      0.00544      1 
     1      65       0.08154      0.00514      1 
     1      66       0.07949      0.00483      1 
     1      67       0.07734      0.00452      1 
     1      68       0.07509      0.00421      1 
     1      69       0.07274      0.00390      1 
     1      70       0.07029      0.00359      1 
     1      71       0.06773      0.00329      1 
     1      72       0.06508      0.00299      1 
     1      73       0.06232      0.00270      1 
     1      74       0.05946      0.00242      1 
     1      75       0.05650      0.00215      1 
     1      76       0.05344      0.00189      1 
     1      77       0.05027      0.00164      1 
     1      78       0.04701      0.00141      1 
     1      79       0.04364      0.00119      1 
     1      80       0.04018      0.00099      1 
     1      81       0.03661      0.00080      1 
     1      82       0.03294      0.00063      1 
     1      83       0.02917      0.00049      1 
     1      84       0.02530      0.00036      1 
     1      85       0.02133      0.00025      1 
     1      86       0.01726      0.00016      1 
     1      87       0.01309      0.00009      1 
     1      88       0.00882      0.00005      1 
     1      89       0.00446      0.00001      1 
     1      90       0.00000      0.00000      0 
     2       0       0.00000      0.00000      0 
     2       1       0.00440      0.00001      1 
     2       2       0.00871      0.00003      1 
     2       3       0.01292      0.00008      1 
     2       4       0.01703      0.00015      1 
     2       5       0.02104      0.00024      1 
     2       6       0.02495      0.00035      1 
     2       7       0.02876      0.00048      1 
     2       8       0.03247      0.00062      1 
     2       9       0.03609      0.00079      1 
     2      10       0.03960      0.00097      1 
     2      11       0.04302      0.00117      1 
     2      12       0.04634      0.00138      1 
     2      13       0.04957      0.00161      1 
     2      14       0.05269      0.00185      1 
     2      15       0.05572      0.00211      1 
     2      16       0.05865      0.00237      1 
     2      17       0.06148      0.00265      1 
     2      18       0.06421      0.00293      1 
     2      19       0.06685      0.00322      1 
     2      20       0.06939      0.00352      1 
     2      21       0.07183      0.00381      1 
     2      22       0.07418      0.00412      1 
     2      23       0.07643      0.00442      1 
     2      24       0.07858      0.00472      1 
     2      25       0.08064      0.00502      1 
     2      26       0.08259      0.00532      1 
     2      27       0.08445      0.00562      1 
     2      28       0.08622      0.00590      1 
     2      29       0.08788      0.00618      1 
     2      30       0.08945      0.00646      1 
     2      31       0.09092      0.00672      1 
     2      32       0.09230      0.00697      1 
     2      33       0.09357      0.00721      1 
     2      34       0.09475      0.00743      1 
     2      35       0.09583      0.00764      1 
     2      36       0.09681      0.00783      1 
